User_ID;Age;Age_Range;Country;Streaming Platform;Top Genre;Hours Streamed Per Day_Decimal;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement %;Discover Weekly_Categories;Repeat Song Rate %;Repeat Song Rate_Categories
U2993;55;Seniors;Brazil;YouTube;Classical;6,4;100;Dua Lipa;Free;Night;77,1;Very High;26,89;Medium
U2994;48;Seniors;Germany;Spotify;Jazz;6,8;349;Ed Sheeran;Free;Afternoon;48,6;Medium;30,65;Medium
U2995;23;Young Adults;Brazil;Spotify;Rock;5,8;246;BTS;Premium;Night;70;High;11,67;Low
U2996;60;Seniors;South Korea;Deezer;Pop;5,6;433;Dua Lipa;Premium;Night;22,2;Low;4,35;Low
U2997;45;Seniors;Japan;Apple Music;Jazz;3,2;246;BTS;Premium;Night;83;Very High;24,35;Low
U2998;45;Seniors;South Korea;Apple Music;Metal;1,9;421;Taylor Swift;Free;Afternoon;6,3;Low;76,05;Very High
U2999;27;Adults;UK;Tidal;R&B;0,9;491;Ed Sheeran;Premium;Afternoon;37,8;Medium;75,78;Very High
U3000;45;Seniors;France;Deezer;Hip-Hop;9,4;56;The Weeknd;Free;Night;41,2;Medium;6,1;Low
U3001;49;Seniors;India;Amazon Music;Metal;9,9;366;Drake;Premium;Afternoon;66,7;High;71,64;High
U3002;51;Seniors;Canada;Tidal;Reggae;7,5;419;Drake;Premium;Morning;60,2;High;9,19;Low
U3003;31;Adults;Brazil;Spotify;Rock;3,1;95;Drake;Free;Night;66,1;High;48,57;Medium
U3004;40;Adults;Japan;Deezer;Country;7;117;BTS;Premium;Afternoon;14,9;Low;10,92;Low
U3005;33;Adults;Canada;Spotify;Hip-Hop;1,3;167;Bad Bunny;Free;Night;89,5;Very High;11,83;Low
U3006;25;Adults;Japan;Spotify;Hip-Hop;5,7;283;Adele;Premium;Afternoon;66,2;High;30,33;Medium
U3007;56;Seniors;South Korea;Spotify;Country;3,6;106;Adele;Premium;Morning;52,5;High;14,93;Low
U3008;39;Adults;Australia;YouTube;Rock;9,1;363;Bad Bunny;Free;Night;47,2;Medium;67,42;High
U3009;58;Seniors;South Korea;Spotify;Rock;8,1;474;The Weeknd;Premium;Afternoon;74,1;High;56,87;High
U3010;33;Adults;France;Apple Music;Pop;2,5;179;Taylor Swift;Premium;Afternoon;54,8;High;49,72;Medium
U3011;22;Young Adults;France;Deezer;Hip-Hop;2,6;478;Drake;Premium;Afternoon;43,2;Medium;34,77;Medium
U3012;32;Adults;Brazil;YouTube;Pop;3,4;211;Post Malone;Premium;Afternoon;54,2;High;5,98;Low
U3013;18;Young Adults;Brazil;Amazon Music;Jazz;8,7;232;Taylor Swift;Premium;Afternoon;88,9;Very High;55,66;High
U3014;25;Adults;USA;Spotify;Metal;2,9;360;Taylor Swift;Premium;Night;42,4;Medium;73,02;High
U3015;56;Seniors;Canada;Apple Music;Jazz;7,4;237;Adele;Premium;Morning;45,5;Medium;16,33;Low
U3016;54;Seniors;India;Amazon Music;Rock;6,1;29;Ed Sheeran;Free;Morning;14,7;Low;7,36;Low
U3017;17;Youth;Brazil;Tidal;EDM;8,4;5;BTS;Premium;Morning;61,3;High;24,99;Low
U3018;36;Adults;UK;Tidal;Rock;8,1;349;Taylor Swift;Premium;Morning;7,2;Low;77,63;Very High
U3019;59;Seniors;USA;Spotify;EDM;9,4;293;Drake;Free;Morning;46,3;Medium;0,78;Low
U3020;33;Adults;USA;Tidal;Reggae;8,7;17;Ed Sheeran;Free;Morning;58,4;High;62,24;High
U3021;34;Adults;UK;YouTube;Jazz;9,5;259;Dua Lipa;Premium;Night;79,3;Very High;70,22;High
U3022;21;Young Adults;USA;Apple Music;EDM;9,7;281;Billie Eilish;Premium;Afternoon;83,3;Very High;42,41;Medium
U3023;30;Adults;USA;Amazon Music;Classical;3;348;Ed Sheeran;Free;Night;36,2;Medium;56,33;High
U3024;16;Youth;Canada;Tidal;Hip-Hop;3,4;236;Taylor Swift;Premium;Morning;56,8;High;66,15;High
U3025;17;Youth;USA;Apple Music;Metal;5,5;20;Post Malone;Free;Morning;41,6;Medium;20,84;Low
U3026;26;Adults;India;Tidal;Classical;5,2;242;Billie Eilish;Premium;Night;23;Low;33,14;Medium
U3027;58;Seniors;France;Amazon Music;R&B;7,7;320;Dua Lipa;Premium;Night;33,7;Medium;36,26;Medium
U3028;44;Seniors;UK;YouTube;Metal;2,7;195;Billie Eilish;Premium;Morning;32,2;Medium;52,73;High
U3029;17;Youth;Brazil;Deezer;Hip-Hop;9;296;Bad Bunny;Premium;Afternoon;88,6;Very High;0,52;Low
U3030;29;Adults;UK;Deezer;EDM;7,8;453;Ed Sheeran;Free;Night;59,7;High;59,87;High
U3031;25;Adults;France;Amazon Music;Metal;9,8;192;BTS;Premium;Afternoon;5,6;Low;79,51;Very High
U3032;32;Adults;Australia;Deezer;Hip-Hop;4;46;Adele;Premium;Morning;34;Medium;63,78;High
U3033;31;Adults;Canada;Apple Music;Country;4,8;124;Billie Eilish;Premium;Morning;78,9;Very High;28,63;Medium
U3034;17;Youth;USA;Amazon Music;Classical;4,7;389;Post Malone;Free;Morning;42,2;Medium;44,78;Medium
U3035;39;Adults;UK;Spotify;Jazz;7,8;245;Adele;Premium;Night;68,7;High;6,39;Low
U3036;52;Seniors;USA;Spotify;Jazz;9,8;423;Adele;Premium;Afternoon;59;High;33,83;Medium
U3037;38;Adults;Japan;YouTube;Pop;6,2;303;Drake;Free;Afternoon;18,3;Low;6,89;Low
U3038;21;Young Adults;France;Deezer;Reggae;7,1;255;Post Malone;Free;Afternoon;81,9;Very High;56,68;High
U3039;47;Seniors;Australia;Tidal;Hip-Hop;0,9;269;Drake;Premium;Afternoon;61,8;High;79,78;Very High
U3040;43;Adults;Brazil;Tidal;Metal;5,4;268;Drake;Free;Night;87,2;Very High;33,17;Medium
U3041;53;Seniors;USA;Amazon Music;Country;3,9;405;Post Malone;Premium;Night;57,5;High;2,42;Low
U3042;24;Young Adults;France;Apple Music;Rock;8,7;477;The Weeknd;Premium;Night;51,5;High;4,24;Low
U3043;53;Seniors;Germany;Tidal;Jazz;3,7;486;Drake;Free;Afternoon;36,5;Medium;13,49;Low
U3044;32;Adults;India;YouTube;Rock;2,2;455;Ed Sheeran;Free;Afternoon;60;High;53,36;High
U3045;38;Adults;South Korea;Tidal;Metal;4,7;287;Ed Sheeran;Premium;Morning;53,8;High;69,08;High
U3046;16;Youth;Germany;Deezer;Classical;8;417;Dua Lipa;Free;Afternoon;85,7;Very High;67,14;High
U3047;18;Young Adults;India;Amazon Music;Pop;5;222;Adele;Premium;Morning;2,3;Low;29,29;Medium
U3048;36;Adults;India;Deezer;Metal;8,4;437;Ed Sheeran;Free;Afternoon;64,2;High;57,78;High
U3049;50;Seniors;Germany;YouTube;EDM;5,8;430;Ed Sheeran;Premium;Afternoon;19,9;Low;47,17;Medium
U3050;51;Seniors;USA;Tidal;Classical;2,9;418;Ed Sheeran;Free;Night;63,9;High;56,47;High
U3051;20;Young Adults;Germany;YouTube;Rock;4,5;431;Ed Sheeran;Free;Afternoon;67,5;High;25,98;Medium
U3052;19;Young Adults;Australia;Amazon Music;Hip-Hop;4,6;463;BTS;Free;Night;89,5;Very High;25,73;Medium
U3053;34;Adults;France;Spotify;Pop;2,2;33;Bad Bunny;Premium;Morning;65,6;High;26,56;Medium
U3054;49;Seniors;Australia;YouTube;Country;7,1;311;Drake;Premium;Morning;72,8;High;23,14;Low
U3055;51;Seniors;Australia;Amazon Music;R&B;9;483;Bad Bunny;Free;Afternoon;24,3;Low;49,85;Medium
U3056;51;Seniors;India;Apple Music;Hip-Hop;6,5;194;Drake;Free;Morning;11,4;Low;64,93;High
U3057;46;Seniors;India;Tidal;Rock;6,1;53;Ed Sheeran;Free;Morning;17,2;Low;24,76;Low
U3058;37;Adults;Australia;Tidal;Pop;5;303;Post Malone;Premium;Afternoon;56,9;High;27,15;Medium
U3059;42;Adults;USA;Tidal;Country;2,7;419;Taylor Swift;Premium;Morning;8,7;Low;72,09;High
U3060;20;Young Adults;Brazil;Apple Music;R&B;7;222;Post Malone;Free;Morning;51,4;High;78,48;Very High
U3061;47;Seniors;India;Deezer;Classical;2,6;330;Post Malone;Premium;Morning;12;Low;5,3;Low
U3062;46;Seniors;USA;Deezer;Rock;3,3;429;Taylor Swift;Premium;Afternoon;41,4;Medium;9,12;Low
U3063;45;Seniors;Canada;YouTube;Hip-Hop;3,4;34;Post Malone;Premium;Afternoon;84,4;Very High;28,36;Medium
U3064;33;Adults;France;YouTube;Reggae;8,7;233;Post Malone;Premium;Morning;40,3;Medium;59,32;High
U3065;23;Young Adults;India;Deezer;Rock;2,2;370;Bad Bunny;Free;Night;31,4;Medium;79,99;Very High
U3066;60;Seniors;Germany;YouTube;Jazz;6,9;41;Ed Sheeran;Free;Afternoon;11,4;Low;46,66;Medium
U3067;23;Young Adults;Canada;Amazon Music;Hip-Hop;8,7;483;Drake;Premium;Night;27,4;Medium;39,64;Medium
U3068;58;Seniors;USA;Deezer;Metal;6,7;14;Drake;Free;Night;16,2;Low;13,47;Low
U3069;21;Young Adults;South Korea;Spotify;Country;1,3;426;Post Malone;Premium;Morning;33,9;Medium;31,52;Medium
U3070;21;Young Adults;France;Tidal;Reggae;5,9;151;Post Malone;Free;Afternoon;61,5;High;70,91;High
U3071;41;Adults;France;YouTube;EDM;7,3;136;Dua Lipa;Premium;Morning;67,5;High;7,83;Low
U3072;35;Adults;Brazil;YouTube;Reggae;4,5;378;Bad Bunny;Free;Afternoon;42,3;Medium;67,23;High
U3073;46;Seniors;India;Amazon Music;R&B;9,8;64;Billie Eilish;Premium;Night;28,9;Medium;43,85;Medium
U3074;43;Adults;France;Amazon Music;Jazz;1,8;60;Adele;Premium;Morning;79,7;Very High;58,09;High
U3075;27;Adults;Germany;YouTube;Jazz;5,1;256;Post Malone;Free;Afternoon;21,2;Low;4,65;Low
U3076;42;Adults;Japan;Spotify;Reggae;4,3;433;Billie Eilish;Free;Morning;66,6;High;56,03;High
U3077;35;Adults;South Korea;Spotify;Classical;8,3;66;Post Malone;Premium;Morning;4,2;Low;40,73;Medium
U3078;23;Young Adults;France;Spotify;EDM;5,5;483;Dua Lipa;Premium;Afternoon;74;High;11,76;Low
U3079;40;Adults;France;Tidal;R&B;0,7;314;BTS;Premium;Night;16,1;Low;0,72;Low
U3080;48;Seniors;India;Tidal;Classical;2,9;237;Dua Lipa;Premium;Morning;65,1;High;8,74;Low
U3081;27;Adults;Japan;YouTube;Reggae;5,6;494;Billie Eilish;Free;Morning;57,3;High;47,86;Medium
U3082;36;Adults;UK;Amazon Music;R&B;9,6;479;Bad Bunny;Premium;Morning;7,2;Low;19,25;Low
U3083;35;Adults;Australia;Tidal;R&B;5,9;105;Taylor Swift;Free;Night;54,4;High;6,92;Low
U3084;42;Adults;Brazil;Amazon Music;Classical;2;64;Bad Bunny;Premium;Morning;51,6;High;57,68;High
U3085;59;Seniors;South Korea;Tidal;R&B;5,9;213;Drake;Premium;Morning;54,8;High;57,38;High
U3086;48;Seniors;Brazil;YouTube;Metal;8,4;242;Post Malone;Premium;Morning;30,2;Medium;35,36;Medium
U3087;50;Seniors;France;Deezer;Hip-Hop;5,1;467;Bad Bunny;Free;Morning;23,1;Low;13,89;Low
U3088;39;Adults;India;Deezer;Rock;9,7;212;BTS;Free;Afternoon;87,5;Very High;75,16;Very High
U3089;42;Adults;France;Spotify;Hip-Hop;9,9;116;Taylor Swift;Free;Morning;12,5;Low;59,79;High
U3090;46;Seniors;India;Spotify;Classical;10;29;Taylor Swift;Premium;Night;48,4;Medium;60,57;High
U3091;53;Seniors;Japan;Apple Music;Pop;5,4;118;Dua Lipa;Free;Afternoon;14,1;Low;54,65;High
U3092;17;Youth;Germany;Tidal;Classical;8,4;69;The Weeknd;Free;Night;71,5;High;76,41;Very High
U3093;30;Adults;USA;Amazon Music;Metal;5,5;76;The Weeknd;Free;Morning;21,7;Low;20,61;Low
U3094;53;Seniors;Canada;Tidal;EDM;3,4;38;Bad Bunny;Premium;Morning;29,9;Medium;12,92;Low
U3095;23;Young Adults;India;Tidal;R&B;6;79;Ed Sheeran;Premium;Morning;2,8;Low;54,22;High
U3096;59;Seniors;Japan;Apple Music;R&B;9,7;209;Ed Sheeran;Premium;Morning;3;Low;42,09;Medium
U3097;28;Adults;Canada;Apple Music;EDM;1;189;The Weeknd;Premium;Morning;52,4;High;33,44;Medium
U3098;51;Seniors;Canada;Apple Music;Jazz;2,5;299;Drake;Premium;Night;8,8;Low;38,77;Medium
U3099;23;Young Adults;France;YouTube;Jazz;7,5;172;Bad Bunny;Free;Night;20,3;Low;34,15;Medium
U3100;40;Adults;USA;Apple Music;Rock;6,7;223;BTS;Premium;Afternoon;66;High;29,93;Medium
U3101;51;Seniors;Brazil;Apple Music;Hip-Hop;4,6;89;Dua Lipa;Free;Morning;36,9;Medium;3,93;Low
U3102;32;Adults;Australia;Tidal;Jazz;2,2;127;Adele;Premium;Night;60,9;High;53,76;High
U3103;27;Adults;France;YouTube;Jazz;7,5;320;BTS;Free;Night;88,4;Very High;37,06;Medium
U3104;16;Youth;UK;Tidal;Classical;4,3;290;Drake;Free;Morning;23,9;Low;58,79;High
U3105;48;Seniors;India;YouTube;Jazz;9,3;132;Adele;Free;Night;39,6;Medium;31,37;Medium
U3106;17;Youth;Germany;Apple Music;Reggae;3,8;108;Ed Sheeran;Free;Night;8,1;Low;76,35;Very High
U3107;33;Adults;Japan;YouTube;R&B;8,4;81;Taylor Swift;Free;Night;8,8;Low;61,56;High
U3108;57;Seniors;South Korea;Spotify;Classical;9,7;413;BTS;Free;Afternoon;26,7;Medium;56,91;High
U3109;59;Seniors;Brazil;Spotify;Reggae;9,2;87;Post Malone;Free;Night;37,1;Medium;56,89;High
U3110;28;Adults;Japan;Amazon Music;Hip-Hop;8,2;97;Dua Lipa;Premium;Night;18,5;Low;9,75;Low
U3111;50;Seniors;Canada;YouTube;Reggae;0,7;185;Billie Eilish;Premium;Afternoon;51,3;High;3,83;Low
U3112;54;Seniors;UK;YouTube;Reggae;7,9;240;Adele;Premium;Night;71,3;High;35,48;Medium
U3113;21;Young Adults;Japan;Deezer;EDM;4,8;467;Adele;Free;Afternoon;39,3;Medium;30,22;Medium
U3114;26;Adults;USA;Spotify;Rock;2,4;14;The Weeknd;Free;Night;59,6;High;6,49;Low
U3115;57;Seniors;France;Deezer;Pop;4,1;181;Post Malone;Free;Afternoon;54,9;High;4,07;Low
U3116;32;Adults;South Korea;Amazon Music;R&B;7,8;338;Billie Eilish;Free;Afternoon;10,5;Low;32,62;Medium
U3117;44;Seniors;South Korea;Spotify;Classical;7,2;442;Post Malone;Free;Afternoon;78,5;Very High;27,32;Medium
U3118;30;Adults;Germany;Spotify;Jazz;0,5;304;Taylor Swift;Free;Night;29,4;Medium;17,54;Low
U3119;30;Adults;Japan;Spotify;Country;8,6;208;Dua Lipa;Premium;Morning;67,4;High;26,91;Medium
U3120;37;Adults;UK;Amazon Music;R&B;8,7;277;Billie Eilish;Premium;Morning;16,3;Low;22,16;Low
U3121;22;Young Adults;Germany;Apple Music;Hip-Hop;7,3;295;Ed Sheeran;Premium;Night;12,6;Low;30,52;Medium
U3122;16;Youth;Canada;Spotify;Metal;2,1;391;The Weeknd;Premium;Night;61,9;High;27,22;Medium
U3123;47;Seniors;South Korea;Amazon Music;EDM;0,6;491;Post Malone;Premium;Afternoon;74,3;High;64,14;High
U3124;50;Seniors;Canada;YouTube;Reggae;6,4;224;Bad Bunny;Premium;Afternoon;45,6;Medium;19,01;Low
U3125;22;Young Adults;UK;Amazon Music;Pop;1,8;198;Taylor Swift;Premium;Morning;1,2;Low;60,13;High
U3126;49;Seniors;Japan;Apple Music;Rock;2,3;283;Adele;Premium;Morning;34,2;Medium;53,63;High
U3127;50;Seniors;Germany;Amazon Music;Hip-Hop;0,6;288;The Weeknd;Premium;Night;19,2;Low;41,86;Medium
U3128;59;Seniors;India;Amazon Music;R&B;3,6;413;Billie Eilish;Free;Night;37,5;Medium;59,67;High
U3129;31;Adults;South Korea;Amazon Music;Country;1,5;380;BTS;Premium;Afternoon;5,9;Low;15,72;Low
U3130;32;Adults;France;Apple Music;EDM;1,2;75;Bad Bunny;Premium;Night;14,9;Low;23,27;Low
U3131;46;Seniors;Brazil;Tidal;Metal;0,9;244;Post Malone;Premium;Morning;61,6;High;66,48;High
U3132;42;Adults;Canada;Deezer;Reggae;7,6;372;Bad Bunny;Premium;Night;35,6;Medium;62,99;High
U3133;39;Adults;Japan;Tidal;Pop;4,9;362;Taylor Swift;Premium;Night;43,7;Medium;65,55;High
U3134;35;Adults;India;Amazon Music;Jazz;7,3;219;Post Malone;Premium;Afternoon;87,2;Very High;55,37;High
U3135;32;Adults;Canada;Apple Music;Pop;5,5;86;BTS;Free;Afternoon;71,5;High;36,86;Medium
U3136;60;Seniors;Australia;Apple Music;Pop;8,2;413;BTS;Free;Morning;28,5;Medium;49,42;Medium
U3137;49;Seniors;Brazil;Tidal;Classical;6,6;94;Ed Sheeran;Premium;Afternoon;71,5;High;58,02;High
U3138;19;Young Adults;Brazil;Spotify;Country;2,2;165;Dua Lipa;Premium;Afternoon;64,4;High;79,59;Very High
U3139;33;Adults;USA;Deezer;Rock;1,3;308;Adele;Premium;Morning;77;Very High;2,7;Low
U3140;19;Young Adults;South Korea;Spotify;Reggae;4,4;126;BTS;Premium;Night;39,9;Medium;27,62;Medium
U3141;27;Adults;Japan;Deezer;Country;3,2;397;Dua Lipa;Premium;Afternoon;17;Low;6,08;Low
U3142;30;Adults;South Korea;YouTube;Rock;8,5;167;Billie Eilish;Free;Night;69;High;75,87;Very High
U3143;20;Young Adults;India;Spotify;Pop;3,6;194;Billie Eilish;Premium;Night;78,5;Very High;49,71;Medium
U3144;60;Seniors;France;YouTube;Classical;1,2;442;Billie Eilish;Free;Afternoon;89,8;Very High;52,38;High
U3145;16;Youth;Germany;Tidal;Rock;1,6;25;The Weeknd;Premium;Night;85,1;Very High;20,06;Low
U3146;17;Youth;France;Tidal;Hip-Hop;2,1;169;Billie Eilish;Premium;Afternoon;66,7;High;45,99;Medium
U3147;47;Seniors;UK;Apple Music;Classical;7,4;263;Bad Bunny;Premium;Morning;89,7;Very High;44,77;Medium
U3148;23;Young Adults;India;Apple Music;Country;7,8;274;BTS;Free;Morning;25,2;Medium;69,14;High
U3149;34;Adults;France;Apple Music;Country;8,9;186;Dua Lipa;Premium;Afternoon;7,5;Low;26,68;Medium
U3150;14;Youth;Germany;Amazon Music;EDM;7,9;348;Ed Sheeran;Free;Morning;76,3;Very High;30,77;Medium
U3151;22;Young Adults;UK;Spotify;Country;0,4;190;Billie Eilish;Free;Afternoon;77,8;Very High;31,46;Medium
U3152;60;Seniors;France;Spotify;Reggae;5,5;431;Drake;Free;Morning;80,4;Very High;74,93;High
U3153;24;Young Adults;Brazil;Deezer;Pop;1,3;131;Post Malone;Premium;Night;61,8;High;7,84;Low
U3154;55;Seniors;France;Tidal;Hip-Hop;4,7;474;Billie Eilish;Premium;Night;18,8;Low;62,24;High
U3155;17;Youth;France;Deezer;EDM;7,2;391;Billie Eilish;Free;Night;71,8;High;5,61;Low
U3156;16;Youth;UK;Tidal;Metal;0,4;172;Ed Sheeran;Premium;Morning;70,5;High;4,13;Low
U3157;34;Adults;Canada;YouTube;Rock;8,6;324;Ed Sheeran;Premium;Night;38,9;Medium;6,53;Low
U3158;60;Seniors;Germany;Deezer;EDM;4,8;179;BTS;Free;Night;68,9;High;54,83;High
U3159;38;Adults;South Korea;Deezer;Classical;9,3;138;BTS;Premium;Night;56,8;High;19,33;Low
U3160;58;Seniors;Brazil;Tidal;Classical;5,5;13;BTS;Premium;Night;24,5;Low;2,96;Low
U3161;55;Seniors;USA;Apple Music;Reggae;4,2;440;Taylor Swift;Free;Morning;21,2;Low;59,94;High
U3162;42;Adults;USA;Tidal;R&B;1,5;270;Bad Bunny;Premium;Afternoon;58,2;High;38,34;Medium
U3163;55;Seniors;India;Tidal;R&B;3,9;459;Dua Lipa;Premium;Night;32,1;Medium;63,98;High
U3164;43;Adults;Japan;Deezer;Hip-Hop;7,4;92;Ed Sheeran;Free;Night;77,9;Very High;21,69;Low
U3165;36;Adults;Brazil;Deezer;Rock;2;21;Dua Lipa;Premium;Night;6,4;Low;16,59;Low
U3166;15;Youth;Canada;Deezer;Classical;0,7;305;Taylor Swift;Premium;Night;79,1;Very High;64,29;High
U3167;58;Seniors;France;Apple Music;Country;4,1;381;Bad Bunny;Premium;Night;86,5;Very High;12,47;Low
U3168;55;Seniors;UK;Apple Music;R&B;4,7;277;Bad Bunny;Free;Morning;63,9;High;32,98;Medium
U3169;58;Seniors;France;Tidal;R&B;6,6;174;Dua Lipa;Premium;Morning;38,3;Medium;40,11;Medium
U3170;51;Seniors;India;Deezer;Jazz;1;480;Ed Sheeran;Free;Night;28,4;Medium;42,29;Medium
U3171;45;Seniors;Australia;Tidal;Jazz;9,8;56;Ed Sheeran;Free;Afternoon;61;High;20,16;Low
U3172;36;Adults;Brazil;Amazon Music;Hip-Hop;2;197;The Weeknd;Premium;Afternoon;37;Medium;35,78;Medium
U3173;31;Adults;South Korea;YouTube;Hip-Hop;0,5;183;Adele;Premium;Afternoon;60,6;High;46,33;Medium
U3174;59;Seniors;Brazil;Deezer;Hip-Hop;1,4;127;Post Malone;Free;Night;49,9;Medium;8,37;Low
U3175;59;Seniors;Canada;Deezer;EDM;6,4;199;Dua Lipa;Free;Morning;22,8;Low;29,81;Medium
U3176;39;Adults;India;Deezer;Jazz;2,3;210;Adele;Free;Morning;68,4;High;49,66;Medium
U3177;60;Seniors;India;Spotify;Jazz;1,3;338;Ed Sheeran;Free;Afternoon;85,9;Very High;7,93;Low
U3178;40;Adults;France;Spotify;Metal;6,2;162;Taylor Swift;Free;Morning;12,8;Low;0,89;Low
U3179;29;Adults;Germany;Tidal;EDM;5,7;410;Taylor Swift;Premium;Night;2;Low;16,12;Low
U3180;27;Adults;South Korea;Spotify;Metal;3,9;251;Ed Sheeran;Premium;Night;61,8;High;25,25;Medium
U3181;39;Adults;South Korea;YouTube;Metal;6,9;333;Bad Bunny;Free;Morning;56,3;High;7,15;Low
U3182;54;Seniors;UK;Spotify;Reggae;2,4;316;Dua Lipa;Free;Night;49,7;Medium;3,51;Low
U3183;55;Seniors;India;Amazon Music;Classical;5,9;96;Bad Bunny;Premium;Night;17;Low;9,06;Low
U3184;21;Young Adults;France;Deezer;Rock;5,1;323;Drake;Free;Afternoon;3,5;Low;16,52;Low
U3185;56;Seniors;Germany;Amazon Music;EDM;4,2;278;Drake;Premium;Morning;14,5;Low;18,62;Low
U3186;41;Adults;Germany;Amazon Music;Jazz;7,7;224;Adele;Free;Afternoon;38,4;Medium;48,63;Medium
U3187;41;Adults;India;Deezer;Country;0,5;461;Drake;Premium;Night;1,3;Low;2,92;Low
U3188;40;Adults;UK;Apple Music;R&B;1,5;364;The Weeknd;Premium;Night;21,3;Low;68,36;High
U3189;32;Adults;Canada;Deezer;Jazz;7,2;385;Taylor Swift;Free;Afternoon;78,6;Very High;7,03;Low
U3190;23;Young Adults;France;Apple Music;EDM;6,1;368;Post Malone;Free;Afternoon;61,3;High;18,01;Low
U3191;28;Adults;Canada;Apple Music;Pop;1,3;51;Drake;Free;Afternoon;55;High;46,87;Medium
U3192;56;Seniors;USA;Tidal;Rock;0,9;266;Drake;Premium;Night;66,2;High;9,43;Low
U3193;53;Seniors;UK;Spotify;Jazz;0,5;371;Post Malone;Premium;Afternoon;62,9;High;61,42;High
U3194;36;Adults;France;Tidal;Classical;2,3;485;Ed Sheeran;Premium;Night;28;Medium;47,29;Medium
U3195;50;Seniors;Brazil;YouTube;Jazz;2,6;416;Drake;Free;Morning;80,4;Very High;75,73;Very High
U3196;58;Seniors;Australia;YouTube;Rock;5,9;249;Dua Lipa;Premium;Night;68,8;High;1,63;Low
U3197;32;Adults;Japan;Amazon Music;EDM;2,9;281;Ed Sheeran;Free;Morning;86,3;Very High;54,26;High
U3198;22;Young Adults;France;Deezer;Country;7,8;45;BTS;Free;Night;8,1;Low;14,54;Low
U3199;37;Adults;USA;Deezer;Country;7,5;266;BTS;Premium;Morning;19,5;Low;68,47;High
U3200;56;Seniors;USA;Spotify;R&B;4,9;244;Dua Lipa;Premium;Night;23,9;Low;9,99;Low
U3201;16;Youth;Germany;Tidal;Classical;2,5;408;BTS;Free;Night;71;High;13,55;Low
U3202;56;Seniors;Canada;YouTube;Hip-Hop;3,2;267;BTS;Free;Afternoon;51,3;High;70,24;High
U3203;41;Adults;Canada;YouTube;EDM;2,5;389;Dua Lipa;Free;Afternoon;78,7;Very High;37,39;Medium
U3204;32;Adults;Germany;YouTube;Country;7,9;293;Dua Lipa;Premium;Morning;12,4;Low;40,53;Medium
U3205;36;Adults;USA;Tidal;Rock;1,7;197;Drake;Premium;Night;55,4;High;35,06;Medium
U3206;29;Adults;South Korea;Tidal;Metal;2,7;469;Drake;Premium;Morning;75,3;Very High;30,02;Medium
U3207;36;Adults;Canada;YouTube;Jazz;4,9;93;Ed Sheeran;Free;Night;35,7;Medium;47,54;Medium
U3208;13;Youth;USA;Tidal;Reggae;0,4;173;Billie Eilish;Free;Afternoon;29,4;Medium;30,56;Medium
U3209;17;Youth;Germany;Apple Music;Metal;10;24;Drake;Free;Morning;20,4;Low;61,32;High
U3210;60;Seniors;Japan;Tidal;EDM;9,9;109;Billie Eilish;Premium;Afternoon;25,9;Medium;78,51;Very High
U3211;60;Seniors;Brazil;Apple Music;Country;1,4;483;The Weeknd;Free;Night;23,8;Low;13,49;Low
U3212;56;Seniors;Japan;Amazon Music;Reggae;6,6;394;Ed Sheeran;Free;Afternoon;36,8;Medium;36,48;Medium
U3213;13;Youth;Japan;YouTube;Country;2,3;302;Billie Eilish;Premium;Night;63,3;High;34,92;Medium
U3214;57;Seniors;USA;Amazon Music;Metal;9,2;372;Adele;Premium;Night;29,4;Medium;77,68;Very High
U3215;26;Adults;India;Spotify;R&B;8,8;183;Post Malone;Free;Afternoon;75,2;Very High;35,39;Medium
U3216;50;Seniors;Germany;YouTube;Reggae;2,8;408;Bad Bunny;Free;Morning;33,5;Medium;10,78;Low
U3217;57;Seniors;Japan;Spotify;Hip-Hop;1,2;416;BTS;Free;Afternoon;3,8;Low;21,99;Low
U3218;32;Adults;USA;Tidal;Jazz;3,8;460;Ed Sheeran;Free;Night;49,4;Medium;17,13;Low
U3219;50;Seniors;USA;YouTube;EDM;9,9;259;BTS;Free;Morning;25,8;Medium;73,48;High
U3220;30;Adults;Brazil;Spotify;Jazz;8,4;383;The Weeknd;Premium;Afternoon;25,6;Medium;27,23;Medium
U3221;50;Seniors;France;Spotify;Hip-Hop;3,4;193;BTS;Free;Morning;88,9;Very High;63,99;High
U3222;36;Adults;Canada;Spotify;Classical;2,3;153;The Weeknd;Premium;Morning;33,7;Medium;20,99;Low
U3223;13;Youth;Brazil;YouTube;Hip-Hop;3,9;72;Billie Eilish;Free;Night;7;Low;4,16;Low
U3224;39;Adults;India;YouTube;Reggae;7,2;341;Billie Eilish;Free;Morning;44;Medium;69,67;High
U3225;27;Adults;Germany;Spotify;Pop;10;218;Dua Lipa;Premium;Night;73;High;41,38;Medium
U3226;19;Young Adults;Japan;Apple Music;Country;7,3;150;Adele;Free;Afternoon;75,1;Very High;31,01;Medium
U3227;41;Adults;Japan;Deezer;Reggae;9,8;461;Dua Lipa;Premium;Night;48,3;Medium;6,48;Low
U3228;24;Young Adults;Brazil;Tidal;Reggae;1,2;183;The Weeknd;Free;Afternoon;87,8;Very High;15,77;Low
